subject_id,trial_condition,trial_cue,trial_corr_resp,trial_shift,resp_corr,resp_rt,resp_value,mean_rt,sd_rt,exclude_thresh,exclude_trial,exclude_part
103,shape,shape,right,0,1,0.76006369953,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,0.70354599061,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,left,0,1,0.711898441315,left,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,0.735823323944,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,1.27976353052,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,0.63192458216,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,left,0,1,0.447780957746,left,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,0.567850366197,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,left,0,1,0.575871699531,left,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,left,0,0,0.503985577465,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,0.823570629108,right,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,left,0,1,0.919909258216,left,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,left,0,1,0.999823323944,left,0.73348248638535,0.26571637385617786,2,0,0
103,shape,shape,right,0,1,1.46380950235,right,0.73348248638535,0.26571637385617786,2,0,0
103,color,color,right,0,1,0.799763830986,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.53587800939,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,0.679818516432,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.615993389671,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,1.63164093897,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,0.775974760563,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,0.743740694836,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.575784262911,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.895868394366,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,0.639899643192,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,0.983754215963,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.375781558685,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.767893633803,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,1.03987470423,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.591821521127,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,0.671797784038,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,0.775783962441,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,1.12775752113,right,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,left,0,1,1.2398365446,left,0.8470242403761999,0.3194719396379847,2,0,0
103,color,color,right,0,1,1.47182092019,right,0.8470242403761999,0.3194719396379847,2,0,0
103,shift,color,left,0,1,0.39984285446,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,1.17580950235,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,1,1.27988221596,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,0.911816413145,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,0,0.735635230047,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,0.607790873239,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,0.73570914554,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,1,1,0.527817314554,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,1.26394861972,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,0,0.799850666667,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,1,0.935800187793,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,1,0.743770441315,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,0.535859680751,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,2.1357686385,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,1,0.535884319249,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,0,0.663853070422,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,0.839736788732,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,1.2398326385,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,1,0.927852169014,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,1.56789964319,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,1,1.2635697277,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,1,1,1.38388702347,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,0,0.783821821596,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,1.78389153052,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,1.8236514554,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,1,1.0400216338,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,3.31159316432,right,1.053817469483625,0.4896787223585851,6.4,1,0
103,shift,shape,right,1,1,1.44783534272,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,0.727868093897,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,0.423830535211,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,0.735762028169,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,1,0.75990715493,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,0.72775571831,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,0,1.00789814085,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,0,0.727880713615,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,0.879658065728,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,0.879887924883,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,1.49584946479,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,0.919789971831,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,0,1.06386629108,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,1.00787830986,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,0.623794779343,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,1,1,0.82380229108,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,0.84780830047,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,0.839806497653,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,1,1.48786388732,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,1,1.24789633803,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,0.775751511737,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,1.53580890141,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,1,1,1.24789844131,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,1.75183444131,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,0,1,1.11980319249,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,1,1,2.22383894836,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,1.2397656338,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,1,1,0.679836544601,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,0,0.959820018779,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,right,0,0,0.792103661972,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,1,1,0.983582948357,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,0.647815211268,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,0,1,0.671777953052,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,1,0.991853671361,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,left,1,1,1.54387350235,left,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,shape,right,0,1,0.74375571831,right,1.053817469483625,0.4896787223585851,6.4,0,0
103,shift,color,left,1,0,0.903761126761,right,1.053817469483625,0.4896787223585851,6.4,0,0
104,color,color,right,0,1,0.864219643192,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.767741596244,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.559852169014,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.407828732394,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.51980769953,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.703839248826,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.759774347418,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.671859079812,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.639834140845,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.64784856338,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.711823924883,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,1.20778937089,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,1.02387049765,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.735833239437,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.671794178404,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,1.91184075117,right,0.8178436507037999,0.34318187594477195,2,1,0
104,color,color,left,0,1,1.37579658216,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.887858178404,left,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,right,0,1,0.687832638498,right,0.8178436507037999,0.34318187594477195,2,0,0
104,color,color,left,0,1,0.599828431925,left,0.8178436507037999,0.34318187594477195,2,0,0
104,shape,shape,left,0,1,1.33582753052,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,1.0717509108,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,0.719879812207,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.815814309859,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,0.759943812207,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,0.743713051643,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.863811605634,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.959808600939,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,1.03985877934,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.751655962441,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,0.919811906103,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,1.02383023474,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.983816112676,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,1.33582001878,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,1.17584585915,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.951842553991,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,0.855890028169,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,1.19977615023,right,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,left,0,1,0.767495511737,left,0.9614001427226,0.1888457784271967,2,0,0
104,shape,shape,right,0,1,0.951810103286,right,0.9614001427226,0.1888457784271967,2,0,0
104,shift,shape,right,0,1,0.967827230047,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,0,0.84779628169,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,0,0,0.807840150235,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,0,1.10387260094,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,0.599765032864,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,0.815788169014,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,0,1,0.687824525822,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,0.71190114554,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,1,1,1.00775301408,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,0.599905051643,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,0.799783361502,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,0.831817314554,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,1,1,1.35179838498,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,right,0,1,0.855814610329,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,0.783809502347,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,0.895891230047,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,shape,left,1,1,1.19977975587,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,1,1,1.15982753052,left,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,right,0,1,1.46386478873,right,1.0291966666669219,0.35510315461226705,6.4,0,0
104,shift,color,left,0,1,0.77576743662,left,1.0291966666669219,0.35510315461226705,6.4,0,0
